"Type","BuyAmount","BuyCurrency","SellAmount","SellCurrency","FeeAmount","FeeCurrency","Exchange","ExchangeId","Group","Import","Comment","Date","NOKEquivalent","UpdatedAt"
"Trade","13.33161804059933","AVAX","13.33161804059933","AVWAVAX","0.010664975","AVAX","Aave","0x3f620c5c6768de3ac7d1b314818748719105ddd762e3645fce7eb5fda1494a20","","avalanche","","2021-10-31T12:02:47.000Z","kr 7 599,63","2022-05-14T12:42:54.540Z"
"Deposit","0.1316260419814406","WAVAX","0","","0.001570875","AVAX","AVAX Transaction","0x6e7c229e435001d1c8893d8e90353dd20486ec48ba8ca07e9624b514335e0ff8-transfer-48229057","","avalanche","","2021-10-31T12:03:04.000Z","kr 74,99","2022-05-14T12:42:54.540Z"
"Withdrawal","0","","1","AVAX","0.000525","AVAX","AVAX Transaction","0x3a4da985484c0560e5010862626a75b80748d593ec0b4b33c37039dfc7ea9491","","avalanche","","2021-10-31T12:04:53.000Z","","2022-05-14T12:42:54.540Z"
"Deposit","1","AVAX","0","","0","","coinbase","2ff38f05-ed0a-50b7-b01d-72f83e0c1ca3","","coinbase","","2021-10-31T12:04:59.000Z","kr 552,06","2021-11-27T15:09:19.446Z"
"Deposit","1","AVAX","0","","0","","coinbasepro","a086b4a3-4b71-43dd-9f53-a918a00a15c4","","coinbasepro","","2021-10-31T12:05:00.849Z","kr 552,06","2021-11-27T15:09:33.356Z"
"Withdrawal","0","","1","AVAX","0","","coinbase","5a908415-5ffe-537b-9262-38fcb984f3de","","coinbase","","2021-10-31T12:05:01.000Z","","2021-11-27T15:09:19.055Z"
"Deposit","1","AVAX","0","","0","","coinbasepro","12269563495","","coinbasepro","","2021-10-31T12:05:01.928Z","kr 570,05","2022-11-13T11:03:27.535Z"
"Withdrawal","0","","12.47471855623422","AVAX","0.000525","AVAX","AVAX Transaction","0xa66eb284dc86ccd60c7d3332d9cc781a7dcc5d06d6f69383ffa64918d4752ab8","","avalanche","","2021-10-31T12:06:10.000Z","","2022-05-14T12:42:54.540Z"
"Deposit","12.47471855","AVAX","0","","0","","coinbase","d146eddb-cc05-5e54-8ec9-278d0f34da77","","coinbase","","2021-10-31T12:06:15.000Z","kr 6 886,81","2021-11-27T15:09:19.332Z"
"Deposit","12.47471855","AVAX","0","","0","","coinbasepro","a5662953-9a27-42be-80ab-825ac3606694","","coinbasepro","","2021-10-31T12:06:16.635Z","kr 6 886,81","2021-11-27T15:09:33.290Z"
"Withdrawal","0","","12.47471855","AVAX","0","","coinbase","6aec759f-d56c-5c81-96d4-1a7d0e0e945d","","coinbase","","2021-10-31T12:06:17.000Z","","2021-11-27T15:09:19.057Z"
"Deposit","12.47471855","AVAX","0","","0","","coinbasepro","12269633138","","coinbasepro","","2021-10-31T12:06:17.685Z","kr 7 111,15","2022-11-13T11:03:27.535Z"
"Trade","789.59091835","USD","13","AVAX","3.94795459175","USD","coinbasepro","65291","","coinbasepro","","2021-10-31T12:11:48.565Z","kr 7 000,66","2021-11-27T15:09:33.697Z"
"Trade","28.7896996383","USD","0.474","AVAX","0.1439484981915","USD","coinbasepro","65292","","coinbasepro","","2021-10-31T12:11:49.615Z","kr 255,25","2021-11-27T15:09:33.497Z"
"Deposit","2.311618","USD","0","","0","","coinbase","da466636-13df-5697-80c7-782679b23599","","coinbase","","2021-10-31T12:26:06.000Z","kr 20,50","2021-11-27T15:09:19.238Z"
"Withdrawal","0","","2.311618","USD","0","","coinbase","20c30928-8312-5abb-a039-88276115bfe0","","coinbase","","2021-10-31T12:26:08.000Z","","2021-11-27T15:09:19.236Z"
"Deposit","2.311618","USD","0","","0","","coinbasepro","9c17cb1e-0956-4fcd-acbf-8ccfc6394bb2","","coinbasepro","","2021-10-31T12:26:10.103Z","kr 20,50","2021-11-27T15:09:33.375Z"
"Deposit","2.311617612214588","USD","0","","0","","coinbasepro","12270657465","","coinbasepro","","2021-10-31T12:26:10.119Z","kr 20,50","2022-11-13T11:03:27.535Z"
"Withdrawal","0","","816.5906165900001","USD","0","","coinbasepro","7974cb62-c20e-44a6-8d6d-079068782fc4","","coinbasepro","","2021-10-31T12:27:43.976Z","","2021-11-27T15:09:33.399Z"
"Deposit","816.5906165900001","USD","0","","0","","coinbase","1869fa83-0d92-58fd-ae8c-51adb019fd42","","coinbase","","2021-10-31T12:27:44.000Z","kr 7 240,05","2021-11-27T15:09:19.236Z"
"Withdrawal","0","","816.5904796028641","USD","0","","coinbasepro","12270717457","","coinbasepro","","2021-10-31T12:27:45.772Z","","2022-11-13T11:03:27.535Z"
"Withdrawal","0","","816.5906165900001","USD","0","","coinbase","0de8b97a-58b2-5513-8e96-9c04ce00e2cb","","coinbase","","2021-10-31T12:27:46.000Z","","2021-11-27T15:09:19.236Z"
"Trade","0","USD","0.60088641","USDLOSS","0","USD","ftx","825146631-2","","ftx","","2021-10-31T13:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.60088641","USDLOSS","0.60088641","USD","0","USD","ftx","825146631-1","","ftx","","2021-10-31T13:00:00.000Z","kr 5,33","2022-03-27T20:43:37.184Z"
"Airdrop","923000","SSX","64324.31409554611","USD","0","","Matic Transaction","0x8211edce584a2643bf39b27b457fb0da51cd349e8b68c3965ece048d26a1125b-transfer-717205311","","matic","","2021-10-31T13:51:09.000Z","kr 570 311,59","2022-05-14T13:34:37.911Z"
"Trade","0.56284176","USDLOSS","0.56284176","USD","0","USD","ftx","825385880-1","","ftx","","2021-10-31T14:00:00.000Z","kr 4,99","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.56284176","USDLOSS","0","USD","ftx","825385880-2","","ftx","","2021-10-31T14:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.452223","USDLOSS","0.452223","USD","0","USD","ftx","825624188-1","","ftx","","2021-10-31T15:00:00.000Z","kr 4,01","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.452223","USDLOSS","0","USD","ftx","825624188-2","","ftx","","2021-10-31T15:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.68732918","USDLOSS","0.68732918","USD","0","USD","ftx","825861184-1","","ftx","","2021-10-31T16:00:00.000Z","kr 6,09","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.68732918","USDLOSS","0","USD","ftx","825861184-2","","ftx","","2021-10-31T16:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.77860408","USDLOSS","0","USD","ftx","826098545-2","","ftx","","2021-10-31T17:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.77860408","USDLOSS","0.77860408","USD","0","USD","ftx","826098545-1","","ftx","","2021-10-31T17:00:00.000Z","kr 6,90","2022-03-27T20:43:37.184Z"
"Trade","0.60250245","USDLOSS","0.60250245","USD","0","USD","ftx","826335061-1","","ftx","","2021-10-31T18:00:00.000Z","kr 5,34","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.60250245","USDLOSS","0","USD","ftx","826335061-2","","ftx","","2021-10-31T18:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.63527096","USDLOSS","0","USD","ftx","826576631-2","","ftx","","2021-10-31T19:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.63527096","USDLOSS","0.63527096","USD","0","USD","ftx","826576631-1","","ftx","","2021-10-31T19:00:00.000Z","kr 5,63","2022-03-27T20:43:37.184Z"
"Trade","0.67982469","USDLOSS","0.67982469","USD","0","USD","ftx","826834663-1","","ftx","","2021-10-31T20:00:00.000Z","kr 6,03","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.67982469","USDLOSS","0","USD","ftx","826834663-2","","ftx","","2021-10-31T20:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.83709477","USDLOSS","0.83709477","USD","0","USD","ftx","827063283-1","","ftx","","2021-10-31T21:00:00.000Z","kr 7,42","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.83709477","USDLOSS","0","USD","ftx","827063283-2","","ftx","","2021-10-31T21:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.76566714","USDLOSS","0.76566714","USD","0","USD","ftx","827302221-1","","ftx","","2021-10-31T22:00:00.000Z","kr 6,79","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.76566714","USDLOSS","0","USD","ftx","827302221-2","","ftx","","2021-10-31T22:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.49221606","USDLOSS","0.49221606","USD","0","USD","ftx","827551390-1","","ftx","","2021-10-31T23:00:00.000Z","kr 4,36","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.49221606","USDLOSS","0","USD","ftx","827551390-2","","ftx","","2021-10-31T23:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.62836377","USDLOSS","0","USD","ftx","827792003-2","","ftx","","2021-11-01T00:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.62836377","USDLOSS","0.62836377","USD","0","USD","ftx","827792003-1","","ftx","","2021-11-01T00:00:00.000Z","kr 5,57","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.59371985","USDLOSS","0","USD","ftx","828032878-2","","ftx","","2021-11-01T01:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.59371985","USDLOSS","0.59371985","USD","0","USD","ftx","828032878-1","","ftx","","2021-11-01T01:00:00.000Z","kr 5,26","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.79020966","USDLOSS","0","USD","ftx","828279341-2","","ftx","","2021-11-01T02:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.79020966","USDLOSS","0.79020966","USD","0","USD","ftx","828279341-1","","ftx","","2021-11-01T02:00:00.000Z","kr 7,01","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.66780356","USDLOSS","0","USD","ftx","828520450-2","","ftx","","2021-11-01T03:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.66780356","USDLOSS","0.66780356","USD","0","USD","ftx","828520450-1","","ftx","","2021-11-01T03:00:00.000Z","kr 5,92","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.58074067","USDLOSS","0","USD","ftx","828764973-2","","ftx","","2021-11-01T04:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.58074067","USDLOSS","0.58074067","USD","0","USD","ftx","828764973-1","","ftx","","2021-11-01T04:00:00.000Z","kr 5,15","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.66144731","USDLOSS","0","USD","ftx","829007437-2","","ftx","","2021-11-01T05:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.66144731","USDLOSS","0.66144731","USD","0","USD","ftx","829007437-1","","ftx","","2021-11-01T05:00:00.000Z","kr 5,86","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.86030951","USDLOSS","0","USD","ftx","829248557-2","","ftx","","2021-11-01T06:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.86030951","USDLOSS","0.86030951","USD","0","USD","ftx","829248557-1","","ftx","","2021-11-01T06:00:00.000Z","kr 7,63","2022-03-27T20:43:37.184Z"
"Trade","0.75903098","USDLOSS","0.75903098","USD","0","USD","ftx","829492269-1","","ftx","","2021-11-01T07:00:00.000Z","kr 6,73","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.75903098","USDLOSS","0","USD","ftx","829492269-2","","ftx","","2021-11-01T07:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.9641481","USDLOSS","0.9641481","USD","0","USD","ftx","829733704-1","","ftx","","2021-11-01T08:00:00.000Z","kr 8,55","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.9641481","USDLOSS","0","USD","ftx","829733704-2","","ftx","","2021-11-01T08:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.99782033","USDLOSS","0.99782033","USD","0","USD","ftx","829977355-1","","ftx","","2021-11-01T09:00:00.000Z","kr 8,85","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.99782033","USDLOSS","0","USD","ftx","829977355-2","","ftx","","2021-11-01T09:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.98750161","USDLOSS","0","USD","ftx","830221306-2","","ftx","","2021-11-01T10:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.98750161","USDLOSS","0.98750161","USD","0","USD","ftx","830221306-1","","ftx","","2021-11-01T10:00:00.000Z","kr 8,76","2022-03-27T20:43:37.184Z"
"Trade","0.82802808","USDLOSS","0.82802808","USD","0","USD","ftx","830479670-1","","ftx","","2021-11-01T11:00:00.000Z","kr 7,34","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.82802808","USDLOSS","0","USD","ftx","830479670-2","","ftx","","2021-11-01T11:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.80267391","USDLOSS","0","USD","ftx","830722940-2","","ftx","","2021-11-01T12:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.80267391","USDLOSS","0.80267391","USD","0","USD","ftx","830722940-1","","ftx","","2021-11-01T12:00:00.000Z","kr 7,12","2022-03-27T20:43:37.184Z"
"Trade","0.79940645","USDLOSS","0.79940645","USD","0","USD","ftx","830966442-1","","ftx","","2021-11-01T13:00:00.000Z","kr 7,09","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.79940645","USDLOSS","0","USD","ftx","830966442-2","","ftx","","2021-11-01T13:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.03181349","USDLOSS","1.03181349","USD","0","USD","ftx","831217278-1","","ftx","","2021-11-01T14:00:00.000Z","kr 9,15","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.03181349","USDLOSS","0","USD","ftx","831217278-2","","ftx","","2021-11-01T14:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.43760025","USDLOSS","0","USD","ftx","831467994-2","","ftx","","2021-11-01T15:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.43760025","USDLOSS","1.43760025","USD","0","USD","ftx","831467994-1","","ftx","","2021-11-01T15:00:00.000Z","kr 12,75","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.30287565","USDLOSS","0","USD","ftx","831721768-2","","ftx","","2021-11-01T16:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.30287565","USDLOSS","1.30287565","USD","0","USD","ftx","831721768-1","","ftx","","2021-11-01T16:00:00.000Z","kr 11,55","2022-03-27T20:43:37.184Z"
"Trade","1.40475271","USDLOSS","1.40475271","USD","0","USD","ftx","831975193-1","","ftx","","2021-11-01T17:00:00.000Z","kr 12,45","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.40475271","USDLOSS","0","USD","ftx","831975193-2","","ftx","","2021-11-01T17:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.36639228","USDLOSS","0","USD","ftx","832221851-2","","ftx","","2021-11-01T18:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.36639228","USDLOSS","1.36639228","USD","0","USD","ftx","832221851-1","","ftx","","2021-11-01T18:00:00.000Z","kr 12,11","2022-03-27T20:43:37.184Z"
"Trade","1.10545048","USDLOSS","1.10545048","USD","0","USD","ftx","832475999-1","","ftx","","2021-11-01T19:00:00.000Z","kr 9,80","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.10545048","USDLOSS","0","USD","ftx","832475999-2","","ftx","","2021-11-01T19:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.32883067","USDLOSS","0","USD","ftx","832724311-2","","ftx","","2021-11-01T20:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.32883067","USDLOSS","1.32883067","USD","0","USD","ftx","832724311-1","","ftx","","2021-11-01T20:00:00.000Z","kr 11,78","2022-03-27T20:43:37.184Z"
"Trade","1.21919184","USDLOSS","1.21919184","USD","0","USD","ftx","832977974-1","","ftx","","2021-11-01T21:00:00.000Z","kr 10,81","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.21919184","USDLOSS","0","USD","ftx","832977974-2","","ftx","","2021-11-01T21:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.89063405","USDLOSS","0.89063405","USD","0","USD","ftx","833230487-1","","ftx","","2021-11-01T22:00:00.000Z","kr 7,90","2022-03-27T20:43:37.206Z"
"Trade","0","USD","0.89063405","USDLOSS","0","USD","ftx","833230487-2","","ftx","","2021-11-01T22:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","1.15289036","USDLOSS","1.15289036","USD","0","USD","ftx","833482038-1","","ftx","","2021-11-01T23:00:00.000Z","kr 10,22","2022-03-27T20:43:37.206Z"
"Trade","0","USD","1.15289036","USDLOSS","0","USD","ftx","833482038-2","","ftx","","2021-11-01T23:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","1.03911398","USDLOSS","1.03911398","USD","0","USD","ftx","833734617-1","","ftx","","2021-11-02T00:00:00.000Z","kr 9,21","2022-03-27T20:43:37.206Z"
"Trade","0","USD","1.03911398","USDLOSS","0","USD","ftx","833734617-2","","ftx","","2021-11-02T00:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","0.91404993","USDLOSS","0.91404993","USD","0","USD","ftx","833997936-1","","ftx","","2021-11-02T01:00:00.000Z","kr 8,10","2022-03-27T20:43:37.206Z"
"Trade","0","USD","0.91404993","USDLOSS","0","USD","ftx","833997936-2","","ftx","","2021-11-02T01:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","0","USD","0.94183124","USDLOSS","0","USD","ftx","834247177-2","","ftx","","2021-11-02T02:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","0.94183124","USDLOSS","0.94183124","USD","0","USD","ftx","834247177-1","","ftx","","2021-11-02T02:00:00.000Z","kr 8,35","2022-03-27T20:43:37.206Z"
"Trade","0","USD","0.93847608","USDLOSS","0","USD","ftx","834506767-2","","ftx","","2021-11-02T03:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","0.93847608","USDLOSS","0.93847608","USD","0","USD","ftx","834506767-1","","ftx","","2021-11-02T03:00:00.000Z","kr 8,32","2022-03-27T20:43:37.206Z"
"Trade","1.1515691","USDLOSS","1.1515691","USD","0","USD","ftx","834757927-1","","ftx","","2021-11-02T04:00:00.000Z","kr 10,21","2022-03-27T20:43:37.206Z"
"Trade","0","USD","1.1515691","USDLOSS","0","USD","ftx","834757927-2","","ftx","","2021-11-02T04:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","1.33956949","USDLOSS","1.33956949","USD","0","USD","ftx","835006920-1","","ftx","","2021-11-02T05:00:00.000Z","kr 11,88","2022-03-27T20:43:37.206Z"
"Trade","0","USD","1.33956949","USDLOSS","0","USD","ftx","835006920-2","","ftx","","2021-11-02T05:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","0","USD","1.27329091","USDLOSS","0","USD","ftx","835265118-2","","ftx","","2021-11-02T06:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","1.27329091","USDLOSS","1.27329091","USD","0","USD","ftx","835265118-1","","ftx","","2021-11-02T06:00:00.000Z","kr 11,29","2022-03-27T20:43:37.206Z"
"Trade","0","USD","1.10928465","USDLOSS","0","USD","ftx","835520289-2","","ftx","","2021-11-02T07:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","1.10928465","USDLOSS","1.10928465","USD","0","USD","ftx","835520289-1","","ftx","","2021-11-02T07:00:00.000Z","kr 9,84","2022-03-27T20:43:37.206Z"
"Trade","1.04569014","USDLOSS","1.04569014","USD","0","USD","ftx","835797255-1","","ftx","","2021-11-02T08:00:00.000Z","kr 9,27","2022-03-27T20:43:37.206Z"
"Trade","0","USD","1.04569014","USDLOSS","0","USD","ftx","835797255-2","","ftx","","2021-11-02T08:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","0","USD","0.9854131","USDLOSS","0","USD","ftx","836034449-2","","ftx","","2021-11-02T09:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","0.9854131","USDLOSS","0.9854131","USD","0","USD","ftx","836034449-1","","ftx","","2021-11-02T09:00:00.000Z","kr 8,74","2022-03-27T20:43:37.206Z"
"Trade","0","USD","0.96921368","USDLOSS","0","USD","ftx","836293194-2","","ftx","","2021-11-02T10:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","0.96921368","USDLOSS","0.96921368","USD","0","USD","ftx","836293194-1","","ftx","","2021-11-02T10:00:00.000Z","kr 8,59","2022-03-27T20:43:37.206Z"
"Trade","1.64815817","USDLOSS","1.64815817","USD","0","USD","ftx","836558221-1","","ftx","","2021-11-02T11:00:00.000Z","kr 14,61","2022-03-27T20:43:37.206Z"
"Trade","0","USD","1.64815817","USDLOSS","0","USD","ftx","836558221-2","","ftx","","2021-11-02T11:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","0","USD","1.54495157","USDLOSS","0","USD","ftx","836814411-2","","ftx","","2021-11-02T12:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","1.54495157","USDLOSS","1.54495157","USD","0","USD","ftx","836814411-1","","ftx","","2021-11-02T12:00:00.000Z","kr 13,70","2022-03-27T20:43:37.206Z"
"Trade","1.31077246","USDLOSS","1.31077246","USD","0","USD","ftx","837072698-1","","ftx","","2021-11-02T13:00:00.000Z","kr 11,62","2022-03-27T20:43:37.206Z"
"Trade","0","USD","1.31077246","USDLOSS","0","USD","ftx","837072698-2","","ftx","","2021-11-02T13:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","1.30287565","USDLOSS","1.30287565","USD","0","USD","ftx","837354660-1","","ftx","","2021-11-02T14:00:00.000Z","kr 11,55","2022-03-27T20:43:37.206Z"
"Trade","0","USD","1.30287565","USDLOSS","0","USD","ftx","837354660-2","","ftx","","2021-11-02T14:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","0","USD","1.31807295","USDLOSS","0","USD","ftx","837608090-2","","ftx","","2021-11-02T15:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","1.31807295","USDLOSS","1.31807295","USD","0","USD","ftx","837608090-1","","ftx","","2021-11-02T15:00:00.000Z","kr 11,69","2022-03-27T20:43:37.206Z"
"Trade","1.19063161","USDLOSS","1.19063161","USD","0","USD","ftx","837871969-1","","ftx","","2021-11-02T16:00:00.000Z","kr 10,56","2022-03-27T20:43:37.206Z"
"Trade","0","USD","1.19063161","USDLOSS","0","USD","ftx","837871969-2","","ftx","","2021-11-02T16:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","1.31513288","USDLOSS","1.31513288","USD","0","USD","ftx","838144785-1","","ftx","","2021-11-02T17:00:00.000Z","kr 11,66","2022-03-27T20:43:37.206Z"
"Trade","0","USD","1.31513288","USDLOSS","0","USD","ftx","838144785-2","","ftx","","2021-11-02T17:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","0.68672301","USDLOSS","0.68672301","USD","0","USD","ftx","838414117-1","","ftx","","2021-11-02T18:00:00.000Z","kr 6,09","2022-03-27T20:43:37.206Z"
"Trade","0","USD","0.68672301","USDLOSS","0","USD","ftx","838414117-2","","ftx","","2021-11-02T18:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","0.92505697","USDLOSS","0.92505697","USD","0","USD","ftx","838671176-1","","ftx","","2021-11-02T19:00:00.000Z","kr 8,20","2022-03-27T20:43:37.206Z"
"Trade","0","USD","0.92505697","USDLOSS","0","USD","ftx","838671176-2","","ftx","","2021-11-02T19:00:00.000Z","","2022-03-27T20:43:37.206Z"
"Trade","1.05888063","USDLOSS","1.05888063","USD","0","USD","ftx","838936578-1","","ftx","","2021-11-02T20:00:00.000Z","kr 9,39","2022-03-27T20:43:37.206Z"
"Trade","0","USD","1.05888063","USDLOSS","0","USD","ftx","838936578-2","","ftx","","2021-11-02T20:00:00.000Z","","2022-03-27T20:43:37.206Z"
